start_iso,iso,rel_s,state,x,y,rect_w,rect_h,iti_ms,event,outside_in_trial,max_outside_before_fail,trial_outcome,iti_kind,release_dwell_required_ms,release_dwell_elapsed_ms,
2026-06-04T15:27:52.036,2026-06-04T15:33:12.240,320.203442,SHOW,1020,440,352,352,1000,TOUCH_TTL,0,,success,correct,,,15:33:12.240
2026-06-04T15:27:52.036,2026-06-04T15:33:13.240,321.204332,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_WILL_REQUIRE,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:13.240,321.20439,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_START,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:15.243,323.206682,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_OK,,,,,,2002,
2026-06-04T15:27:52.036,2026-06-04T15:33:17.138,325.102372,SHOW,1101,386,352,352,1000,TOUCH_TTL,0,,success,correct,,,15:33:17.138
2026-06-04T15:27:52.036,2026-06-04T15:33:18.139,326.102551,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_WILL_REQUIRE,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:18.139,326.102602,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_START,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:20.139,328.103045,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_OK,,,,,,2000,
2026-06-04T15:27:52.036,2026-06-04T15:33:23.513,331.476595,SHOW,753,505,352,352,0,TOUCH_OUTSIDE,1,5,,,,,
2026-06-04T15:27:52.036,2026-06-04T15:33:24.083,332.046924,SHOW,761,558,352,352,0,TOUCH_OUTSIDE,2,5,,,,,
2026-06-04T15:27:52.036,2026-06-04T15:33:24.983,332.946654,SHOW,822,453,352,352,1000,TOUCH_TTL,2,,success,correct,,,15:33:24.983
2026-06-04T15:27:52.036,2026-06-04T15:33:25.987,333.950721,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_WILL_REQUIRE,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:25.987,333.950771,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_START,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:27.990,335.953912,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_OK,,,,,,2003,
2026-06-04T15:27:52.036,2026-06-04T15:33:29.273,337.236771,SHOW,942,341,352,352,0,TOUCH_OUTSIDE,1,5,,,,,
2026-06-04T15:27:52.036,2026-06-04T15:33:30.436,338.400063,SHOW,915,421,352,352,1000,TOUCH_TTL,1,,success,correct,,,15:33:30.436
2026-06-04T15:27:52.036,2026-06-04T15:33:31.438,339.402126,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_WILL_REQUIRE,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:31.438,339.402177,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_START,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:33.442,341.406076,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_OK,,,,,,2003,
2026-06-04T15:27:52.036,2026-06-04T15:33:38.821,346.785396,SHOW,974,441,352,352,1000,TOUCH_TTL,0,,success,correct,,,15:33:38.821
2026-06-04T15:27:52.036,2026-06-04T15:33:38.836,346.799623,ITI,1004,592,352,352,0,TOUCH_ITI_INSIDE,,,,,,,
2026-06-04T15:27:52.036,2026-06-04T15:33:39.824,347.788258,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_WILL_REQUIRE,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:39.824,347.788312,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_START,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:41.827,349.791354,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_OK,,,,,,2003,
2026-06-04T15:27:52.036,2026-06-04T15:33:43.522,351.486331,SHOW,911,410,352,352,1000,TOUCH_TTL,0,,success,correct,,,15:33:43.522
2026-06-04T15:27:52.036,2026-06-04T15:33:44.523,352.486831,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_WILL_REQUIRE,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:44.523,352.48688,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_START,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:46.526,354.490051,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_OK,,,,,,2003,
2026-06-04T15:27:52.036,2026-06-04T15:33:48.154,356.117491,SHOW,940,372,352,352,1000,TOUCH_TTL,0,,success,correct,,,15:33:48.154
2026-06-04T15:27:52.036,2026-06-04T15:33:49.157,357.120994,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_WILL_REQUIRE,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:49.157,357.121049,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_START,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:51.159,359.1232,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_OK,,,,,,2002,
2026-06-04T15:27:52.036,2026-06-04T15:33:53.378,361.341905,SHOW,962,421,352,352,1000,TOUCH_TTL,0,,success,correct,,,15:33:53.378
2026-06-04T15:27:52.036,2026-06-04T15:33:54.379,362.342705,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_WILL_REQUIRE,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:54.379,362.342756,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_START,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:56.380,364.343472,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_OK,,,,,,2000,
2026-06-04T15:27:52.036,2026-06-04T15:33:58.481,366.444877,SHOW,854,411,352,352,1000,TOUCH_TTL,0,,success,correct,,,15:33:58.481
2026-06-04T15:27:52.036,2026-06-04T15:33:59.483,367.446474,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_WILL_REQUIRE,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:33:59.483,367.446513,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_START,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:34:01.486,369.45013,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_OK,,,,,,2003,
2026-06-04T15:27:52.036,2026-06-04T15:34:03.302,371.26628,SHOW,848,389,352,352,1000,TOUCH_TTL,0,,success,correct,,,15:34:03.302
2026-06-04T15:27:52.036,2026-06-04T15:34:03.316,371.279661,ITI,848,389,352,352,0,TOUCH_ITI_INSIDE,,,,,,,
2026-06-04T15:27:52.036,2026-06-04T15:34:04.303,372.267353,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_WILL_REQUIRE,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:34:04.303,372.267403,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_START,,,,,2000,,
2026-06-04T15:27:52.036,2026-06-04T15:34:06.306,374.26969,WAIT_RELEASE,-1,-1,352,352,0,RELEASE_DWELL_OK,,,,,,2002,
